"long","lat","gu"
127.0709631,37.59817361,"중랑구"
127.0709725,37.59817181,"중랑구"
127.0709808,37.59816486,"중랑구"
127.0709845,37.59815507,"중랑구"
127.0709816,37.5981457,"중랑구"
127.07128,37.59781187,"중랑구"
127.0713377,37.59784973,"중랑구"
127.0713885,37.59787491,"중랑구"
127.0714163,37.59788548,"중랑구"
127.0714591,37.59789563,"중랑구"
127.0715079,37.59789788,"중랑구"
127.0715514,37.59789682,"중랑구"
127.0716097,37.59789448,"중랑구"
127.0716538,37.59788921,"중랑구"
127.0716946,37.59789743,"중랑구"
127.076475,37.61566861,"중랑구"
127.076475,37.61566861,"중랑구"
127.0765026,37.6155824,"중랑구"
127.0765572,37.61540355,"중랑구"
127.0765026,37.6155824,"중랑구"
127.0765572,37.61540355,"중랑구"
127.0761754,37.61555889,"중랑구"
127.0762041,37.61546576,"중랑구"
127.0761754,37.61555889,"중랑구"
127.0762041,37.61546576,"중랑구"
127.0761754,37.61555889,"중랑구"
127.0762468,37.61533197,"중랑구"
127.0762468,37.61533197,"중랑구"
127.0762468,37.61533197,"중랑구"
127.0881102,37.61895456,"중랑구"
127.0873538,37.61929202,"중랑구"
127.0881102,37.61895456,"중랑구"
127.0879731,37.61873639,"중랑구"
127.0877552,37.61883056,"중랑구"
127.0876236,37.61889015,"중랑구"
127.0879731,37.61873639,"중랑구"
127.0877552,37.61883056,"중랑구"
127.0881102,37.61895456,"중랑구"
127.0869568,37.6192044,"중랑구"
127.0876236,37.61889015,"중랑구"
127.0879731,37.61873639,"중랑구"
127.0873538,37.61929202,"중랑구"
127.0872945,37.6193185,"중랑구"
127.087271,37.61933204,"중랑구"
127.0872437,37.61935492,"중랑구"
127.0872144,37.61937981,"중랑구"
127.0871959,37.61939101,"중랑구"
127.0871405,37.6194157,"중랑구"
127.0867129,37.61960833,"중랑구"
127.0857566,37.62003751,"중랑구"
127.0858714,37.61967895,"중랑구"
127.0901554,37.61715501,"중랑구"
127.0904136,37.61752069,"중랑구"
127.0904136,37.61752069,"중랑구"
127.0892591,37.6155598,"중랑구"
127.08917,37.61559756,"중랑구"
127.08917,37.61559756,"중랑구"
127.0890809,37.61563532,"중랑구"
127.0900239,37.61697268,"중랑구"
127.0896402,37.61828214,"중랑구"
127.0893691,37.6184013,"중랑구"
127.0892591,37.6155598,"중랑구"
127.0894942,37.61589301,"중랑구"
127.0893691,37.6184013,"중랑구"
127.0885362,37.61849115,"중랑구"
127.0892363,37.61818097,"중랑구"
127.0918261,37.61431328,"중랑구"
127.0912676,37.61350675,"중랑구"
127.0918261,37.61431328,"중랑구"
127.0914382,37.61343249,"중랑구"
127.0918261,37.61431328,"중랑구"
127.0913213,37.61348276,"중랑구"
127.0914382,37.61343249,"중랑구"
127.0912676,37.61350675,"중랑구"
127.0913213,37.61348276,"중랑구"
127.0956904,37.61552606,"중랑구"
127.0956433,37.61554429,"중랑구"
127.095605,37.6155616,"중랑구"
127.0955668,37.61558198,"중랑구"
127.0955215,37.61561223,"중랑구"
127.0954659,37.61565986,"중랑구"
127.0954282,37.61568263,"중랑구"
127.0953299,37.61572458,"중랑구"
127.0952857,37.61574057,"중랑구"
127.0958567,37.6152184,"중랑구"
127.0958567,37.6152184,"중랑구"
127.0957475,37.61541944,"중랑구"
127.0957475,37.61541944,"중랑구"
127.0956904,37.61552606,"중랑구"
127.0919954,37.61424237,"중랑구"
127.092989,37.61565247,"중랑구"
127.0928069,37.6157283,"중랑구"
127.0919954,37.61424237,"중랑구"
127.0919954,37.61424237,"중랑구"
127.0930532,37.61574219,"중랑구"
127.092989,37.61565247,"중랑구"
127.0928069,37.6157283,"중랑구"
127.0928069,37.6157283,"중랑구"
127.092989,37.61565247,"중랑구"
127.0930532,37.61574219,"중랑구"
127.0903307,37.61708331,"중랑구"
127.0903307,37.61708331,"중랑구"
127.0901905,37.61689349,"중랑구"
127.0902486,37.61696748,"중랑구"
127.0901905,37.61689349,"중랑구"
127.0902486,37.61696748,"중랑구"
127.0903307,37.61708331,"중랑구"
127.0901905,37.61689349,"중랑구"
127.0975551,37.61381497,"중랑구"
127.0975551,37.61381497,"중랑구"
127.0947031,37.61044232,"중랑구"
127.0952886,37.60681027,"중랑구"
127.0955385,37.60692245,"중랑구"
127.0955385,37.60692245,"중랑구"
127.0952886,37.60681027,"중랑구"
127.0863158,37.61978379,"중랑구"
127.086128,37.61986675,"중랑구"
127.0863158,37.61978379,"중랑구"
127.0905912,37.61744204,"중랑구"
127.0905912,37.61744204,"중랑구"
127.0908345,37.61774909,"중랑구"
127.0910778,37.61764033,"중랑구"
127.0908345,37.61774909,"중랑구"
127.0908345,37.61774909,"중랑구"
127.0905912,37.61744204,"중랑구"
127.0906548,37.61745432,"중랑구"
127.0906934,37.61745462,"중랑구"
127.0907298,37.61745219,"중랑구"
127.0907696,37.61744482,"중랑구"
127.0907999,37.61743466,"중랑구"
127.0908345,37.61741991,"중랑구"
127.0905912,37.61744204,"중랑구"
127.090435,37.61764941,"중랑구"
127.0918182,37.61698131,"중랑구"
127.0919631,37.61724812,"중랑구"
127.0919631,37.61724812,"중랑구"
127.0919048,37.61727434,"중랑구"
127.0918182,37.61698131,"중랑구"
127.0931465,37.61639124,"중랑구"
127.0929557,37.61593184,"중랑구"
127.0928801,37.61583705,"중랑구"
127.0929557,37.61593184,"중랑구"
127.0931465,37.61639124,"중랑구"
127.0931465,37.61639124,"중랑구"
127.0928801,37.61583705,"중랑구"
127.0925523,37.61698313,"중랑구"
127.0931465,37.61639124,"중랑구"
127.0931672,37.61636934,"중랑구"
127.0931771,37.61634573,"중랑구"
127.0931835,37.61632593,"중랑구"
127.09319,37.61629987,"중랑구"
127.0931902,37.61628141,"중랑구"
127.0931882,37.61627201,"중랑구"
127.0931821,37.6162606,"중랑구"
127.0929557,37.61593184,"중랑구"
127.0933269,37.61664181,"중랑구"
127.0933269,37.61664181,"중랑구"
127.0933269,37.61664181,"중랑구"
127.0936527,37.61649912,"중랑구"
127.0941038,37.61630346,"중랑구"
127.0936527,37.61649912,"중랑구"
127.0936527,37.61649912,"중랑구"
127.0931264,37.61585251,"중랑구"
127.093367,37.61619776,"중랑구"
127.0931264,37.61585251,"중랑구"
127.0931264,37.61585251,"중랑구"
127.0934606,37.61624862,"중랑구"
127.0934606,37.61624862,"중랑구"
127.093367,37.61619776,"중랑구"
127.0933863,37.61622482,"중랑구"
127.0933953,37.61623541,"중랑구"
127.0934027,37.61624074,"중랑구"
127.0934173,37.61624616,"중랑구"
127.0934302,37.61624841,"중랑구"
127.0934445,37.61624949,"중랑구"
127.0934606,37.61624862,"중랑구"
127.0934606,37.61624862,"중랑구"
127.095015,37.615896,"중랑구"
127.0951876,37.61580579,"중랑구"
127.0951319,37.6158372,"중랑구"
127.0950915,37.61586129,"중랑구"
127.095015,37.615896,"중랑구"
127.095015,37.615896,"중랑구"
127.0948218,37.61565321,"중랑구"
127.0952561,37.6157578,"중랑구"
127.0948218,37.61565321,"중랑구"
127.0948218,37.61565321,"중랑구"
127.0951253,37.61550129,"중랑구"
127.095312,37.61534783,"중랑구"
127.0960176,37.61492055,"중랑구"
127.0959772,37.61501125,"중랑구"
127.095944,37.61507548,"중랑구"
127.0958883,37.61516743,"중랑구"
127.0954946,37.61513212,"중랑구"
127.0955983,37.61497665,"중랑구"
127.0956684,37.6148417,"중랑구"
127.0957129,37.61473461,"중랑구"
127.0961654,37.61444409,"중랑구"
127.0960539,37.61442631,"중랑구"
127.0960539,37.61442631,"중랑구"
127.0962351,37.61421132,"중랑구"
127.0961654,37.61444409,"중랑구"
127.0962351,37.61421132,"중랑구"
127.0961654,37.61444409,"중랑구"
127.0961152,37.61463288,"중랑구"
127.0960859,37.61473041,"중랑구"
127.0960535,37.61482377,"중랑구"
127.0962351,37.61421132,"중랑구"
127.0962427,37.61423247,"중랑구"
127.0962668,37.61424975,"중랑구"
127.0963051,37.61425153,"중랑구"
127.0963538,37.61423852,"중랑구"
127.0986639,37.613424,"중랑구"
127.0986639,37.613424,"중랑구"
127.0996809,37.61306539,"중랑구"
127.0958681,37.61439634,"중랑구"
127.09655,37.61302229,"중랑구"
127.0965028,37.61320042,"중랑구"
127.0963851,37.61363316,"중랑구"
127.0962887,37.61399561,"중랑구"
127.0962725,37.61285241,"중랑구"
127.0962725,37.61285241,"중랑구"
127.0965818,37.61289201,"중랑구"
127.0966003,37.61278044,"중랑구"
127.0965818,37.61289201,"중랑구"
127.0963146,37.61252869,"중랑구"
127.096306,37.61227978,"중랑구"
127.0965818,37.61289201,"중랑구"
127.0966119,37.61217214,"중랑구"
127.096622,37.61225757,"중랑구"
127.0966289,37.61236886,"중랑구"
127.0966289,37.61247476,"중랑구"
127.0966226,37.61256598,"중랑구"
127.0961378,37.61128156,"중랑구"
127.0960035,37.61054428,"중랑구"
127.0960035,37.61054428,"중랑구"
127.0960711,37.61088704,"중랑구"
127.0960437,37.61076507,"중랑구"
127.0960035,37.61054428,"중랑구"
127.0964103,37.6110181,"중랑구"
127.0964837,37.61145643,"중랑구"
127.0965488,37.6118129,"중랑구"
127.0965488,37.6118129,"중랑구"
127.0965934,37.61205706,"중랑구"
127.0964003,37.61095838,"중랑구"
127.0964103,37.6110181,"중랑구"
127.0959416,37.61018715,"중랑구"
127.0962468,37.6101483,"중랑구"
127.095971,37.61035066,"중랑구"
127.0959416,37.61018715,"중랑구"
127.095971,37.61035066,"중랑구"
127.0963132,37.6105146,"중랑구"
127.0962345,37.61005734,"중랑구"
127.0962468,37.6101483,"중랑구"
127.0962468,37.6101483,"중랑구"
127.0962832,37.61034818,"중랑구"
127.096325,37.6105809,"중랑구"
127.0959416,37.61018715,"중랑구"
127.0962345,37.61005734,"중랑구"
127.0953062,37.60872392,"중랑구"
127.0956444,37.60929366,"중랑구"
127.0957548,37.60955058,"중랑구"
127.0956444,37.60929366,"중랑구"
127.0956444,37.60929366,"중랑구"
127.0953062,37.60872392,"중랑구"
127.0933087,37.60889655,"중랑구"
127.0933792,37.60910332,"중랑구"
127.0934148,37.60917436,"중랑구"
127.0934653,37.6092527,"중랑구"
127.093521,37.60931312,"중랑구"
127.0935808,37.6093595,"중랑구"
127.0936609,37.60939938,"중랑구"
127.0937307,37.60943562,"중랑구"
127.0944311,37.60977479,"중랑구"
127.094438,37.60977945,"중랑구"
127.0944844,37.60981899,"중랑구"
127.0945258,37.60986457,"중랑구"
127.0945694,37.60992433,"중랑구"
127.0946003,37.60997759,"중랑구"
127.0946205,37.61002833,"중랑구"
127.0946376,37.61008752,"중랑구"
127.0937307,37.60943562,"중랑구"
127.093775,37.60945867,"중랑구"
127.0942902,37.60969533,"중랑구"
127.0943789,37.60973925,"중랑구"
127.0944311,37.60977479,"중랑구"
127.0933087,37.60889655,"중랑구"
127.0956326,37.60864783,"중랑구"
127.0956326,37.60864783,"중랑구"
127.095774,37.60891935,"중랑구"
127.0956326,37.60864783,"중랑구"
127.0959195,37.60918897,"중랑구"
127.0959195,37.60918897,"중랑구"
127.0960347,37.60941475,"중랑구"
127.0960666,37.60946093,"중랑구"
127.0961082,37.60952583,"중랑구"
127.096136,37.60958811,"중랑구"
127.0961727,37.60970197,"중랑구"
127.0962034,37.60978448,"중랑구"
127.0962103,37.60981101,"중랑구"
127.0962192,37.60996181,"중랑구"
127.0959195,37.60918897,"중랑구"
127.0953086,37.60752745,"중랑구"
127.0953052,37.60765384,"중랑구"
127.0953267,37.60787523,"중랑구"
127.095347,37.60798172,"중랑구"
127.0953844,37.6080991,"중랑구"
127.0954218,37.60820676,"중랑구"
127.0954616,37.60831256,"중랑구"
127.0955249,37.60844205,"중랑구"
127.0955883,37.60855849,"중랑구"
127.0958699,37.60986077,"중랑구"
127.0962192,37.60996181,"중랑구"
127.07991,37.5816004,"중랑구"
127.0799034,37.58139101,"중랑구"
127.07991,37.5816004,"중랑구"
127.0799034,37.58139101,"중랑구"
127.0800788,37.58171113,"중랑구"
127.079855,37.58192016,"중랑구"
127.07991,37.5816004,"중랑구"
127.0800788,37.58171113,"중랑구"
127.0796236,37.60176196,"중랑구"
127.0796236,37.60176196,"중랑구"
127.0955052,37.60700013,"중랑구"
127.0955052,37.60700013,"중랑구"
127.0954681,37.60708032,"중랑구"
127.0954681,37.60708032,"중랑구"
127.0954681,37.60708032,"중랑구"
127.0953945,37.60710609,"중랑구"
127.095368,37.60711984,"중랑구"
127.0953564,37.60713478,"중랑구"
127.09535,37.60715726,"중랑구"
127.0953165,37.60743253,"중랑구"
127.0950077,37.60679255,"중랑구"
127.0950077,37.60679255,"중랑구"
127.0950492,37.60670057,"중랑구"
127.0950492,37.60670057,"중랑구"
127.0949761,37.60686809,"중랑구"
127.0949761,37.60686809,"중랑구"
127.0930215,37.6075642,"중랑구"
127.0930215,37.6075655,"중랑구"
127.0930169,37.60791988,"중랑구"
127.0930251,37.60799701,"중랑구"
127.0930387,37.60806863,"중랑구"
127.0930637,37.60815179,"중랑구"
127.0929034,37.60726485,"중랑구"
127.0929613,37.60733336,"중랑구"
127.0929947,37.60740091,"중랑구"
127.093012,37.60746456,"중랑구"
127.0930194,37.60750644,"중랑구"
127.0930215,37.6075642,"중랑구"
127.0930637,37.60815179,"중랑구"
127.0930727,37.6081817,"중랑구"
127.0931816,37.60852362,"중랑구"
127.0920707,37.60658644,"중랑구"
127.0920751,37.60662414,"중랑구"
127.0920751,37.60662414,"중랑구"
127.0926937,37.60709303,"중랑구"
127.0926937,37.60709303,"중랑구"
127.092827,37.60719409,"중랑구"
127.0926609,37.60600978,"중랑구"
127.0802768,37.59134801,"중랑구"
127.080271,37.59121448,"중랑구"
127.0802768,37.59134801,"중랑구"
127.080271,37.59121448,"중랑구"
127.080271,37.59121448,"중랑구"
127.0797363,37.57953877,"중랑구"
127.0713123,37.58994214,"중랑구"
127.0712485,37.59028678,"중랑구"
127.0712485,37.59028678,"중랑구"
127.0711658,37.59078303,"중랑구"
127.0721765,37.58784102,"중랑구"
127.0721765,37.58784102,"중랑구"
127.0724373,37.58753039,"중랑구"
127.0704687,37.59386801,"중랑구"
127.0704687,37.59386801,"중랑구"
127.080507,37.59525566,"중랑구"
127.080507,37.59525566,"중랑구"
127.0804948,37.59487903,"중랑구"
127.0804993,37.59502926,"중랑구"
127.0804993,37.59502926,"중랑구"
127.0804948,37.59487903,"중랑구"
127.0804948,37.59487903,"중랑구"
127.0800793,37.59514458,"중랑구"
127.0800679,37.59493744,"중랑구"
127.0800679,37.59493744,"중랑구"
127.0800793,37.59514458,"중랑구"
127.0800793,37.59514458,"중랑구"
127.0800594,37.59476326,"중랑구"
127.0800594,37.59476326,"중랑구"
127.0800594,37.59476326,"중랑구"
127.0708606,37.59257869,"중랑구"
127.0709951,37.59195577,"중랑구"
127.0709951,37.59195577,"중랑구"
127.0707604,37.59290694,"중랑구"
127.0707604,37.59290694,"중랑구"
127.0751787,37.58418506,"중랑구"
127.0751787,37.58418506,"중랑구"
127.0778319,37.61758847,"중랑구"
127.0778319,37.61758847,"중랑구"
127.0783838,37.60821476,"중랑구"
127.0783838,37.60821476,"중랑구"
127.0785734,37.60543646,"중랑구"
127.0785734,37.60543646,"중랑구"
127.0785734,37.60543646,"중랑구"
127.0735956,37.60306424,"중랑구"
127.0801646,37.59702992,"중랑구"
127.0801456,37.59622258,"중랑구"
127.0801578,37.59661654,"중랑구"
127.0804631,37.5943823,"중랑구"
127.0804569,37.59429414,"중랑구"
127.08046,37.59433822,"중랑구"
127.08046,37.59433822,"중랑구"
127.0804631,37.5943823,"중랑구"
127.0804569,37.59429414,"중랑구"
127.0757166,37.61684665,"중랑구"
127.0760621,37.61696329,"중랑구"
127.0757166,37.61684665,"중랑구"
127.0757638,37.61649336,"중랑구"
127.0757638,37.61649336,"중랑구"
127.0757964,37.61641135,"중랑구"
127.0758068,37.61661723,"중랑구"
127.0757964,37.61641135,"중랑구"
127.0758553,37.61641997,"중랑구"
127.075914,37.61640152,"중랑구"
127.0766161,37.61419215,"중랑구"
127.0766161,37.61419215,"중랑구"
127.0766161,37.61419215,"중랑구"
127.0767795,37.6142247,"중랑구"
127.0767795,37.6142247,"중랑구"
127.076943,37.61425726,"중랑구"
127.0766931,37.61394342,"중랑구"
127.0766931,37.61394342,"중랑구"
127.0767291,37.61382746,"중랑구"
127.0767111,37.61388544,"중랑구"
127.0767291,37.61382746,"중랑구"
127.0767111,37.61388544,"중랑구"
127.0769547,37.61313226,"중랑구"
127.0769547,37.61313226,"중랑구"
127.0769686,37.61309058,"중랑구"
127.0769686,37.61309058,"중랑구"
127.0769825,37.61304891,"중랑구"
127.0769825,37.61304891,"중랑구"
127.0775847,37.61224049,"중랑구"
127.077269,37.61218109,"중랑구"
127.077269,37.61218109,"중랑구"
127.0772966,37.61207765,"중랑구"
127.0772966,37.61207765,"중랑구"
127.077269,37.61218109,"중랑구"
127.0773242,37.61197421,"중랑구"
127.0773242,37.61197421,"중랑구"
127.0774767,37.61122639,"중랑구"
127.0774632,37.61128802,"중랑구"
127.0774632,37.61128802,"중랑구"
127.0774699,37.61125721,"중랑구"
127.0774699,37.61125721,"중랑구"
127.0774767,37.61122639,"중랑구"
127.0775515,37.6108224,"중랑구"
127.0775515,37.6108224,"중랑구"
127.0775649,37.61075281,"중랑구"
127.0775582,37.61078761,"중랑구"
127.0775582,37.61078761,"중랑구"
127.0775649,37.61075281,"중랑구"
127.077695,37.61006141,"중랑구"
127.077695,37.61006141,"중랑구"
127.0780979,37.60974664,"중랑구"
127.0780979,37.60974664,"중랑구"
127.0777191,37.60994328,"중랑구"
127.077761,37.6097051,"중랑구"
127.0777191,37.60994328,"중랑구"
127.077761,37.6097051,"중랑구"
127.077761,37.6097051,"중랑구"
127.0781283,37.60955902,"중랑구"
127.0782497,37.60892714,"중랑구"
127.077963,37.60865506,"중랑구"
127.0780195,37.60831371,"중랑구"
127.0780195,37.60831371,"중랑구"
127.0780353,37.60824212,"중랑구"
127.0780353,37.60824212,"중랑구"
127.0780195,37.60831371,"중랑구"
127.0783566,37.60834945,"중랑구"
127.0782065,37.60833405,"중랑구"
127.0783566,37.60834945,"중랑구"
127.0782065,37.60833405,"중랑구"
127.0783566,37.60834945,"중랑구"
127.0783967,37.6081614,"중랑구"
127.0780512,37.60817053,"중랑구"
127.0780512,37.60817053,"중랑구"
127.0782415,37.60717994,"중랑구"
127.0783092,37.60681893,"중랑구"
127.0783092,37.60681893,"중랑구"
127.0783413,37.60666478,"중랑구"
127.0783252,37.60674186,"중랑구"
127.0783252,37.60674186,"중랑구"
127.0783413,37.60666478,"중랑구"
127.0787111,37.60649382,"중랑구"
127.0787111,37.60649382,"중랑구"
127.078383,37.60645836,"중랑구"
127.078383,37.60645836,"중랑구"
127.078383,37.60645836,"중랑구"
127.0787447,37.60634221,"중랑구"
127.0789042,37.60547793,"중랑구"
127.0789042,37.60547793,"중랑구"
127.0789495,37.6052798,"중랑구"
127.078927,37.60538485,"중랑구"
127.0789495,37.6052798,"중랑구"
127.078927,37.60538485,"중랑구"
127.0785904,37.60533717,"중랑구"
127.0786074,37.60523787,"중랑구"
127.0785904,37.60533717,"중랑구"
127.0786074,37.60523787,"중랑구"
127.0786074,37.60523787,"중랑구"
127.0787985,37.6042997,"중랑구"
127.0789447,37.60350571,"중랑구"
127.0789313,37.60356396,"중랑구"
127.0789313,37.60356396,"중랑구"
127.0789447,37.60350571,"중랑구"
127.0789581,37.60344745,"중랑구"
127.0789581,37.60344745,"중랑구"
127.0791821,37.60229133,"중랑구"
127.0792824,37.60173255,"중랑구"
127.0792824,37.60173255,"중랑구"
127.0792824,37.60173255,"중랑구"
127.0796567,37.60160263,"중랑구"
127.0793074,37.60159281,"중랑구"
127.0793074,37.60159281,"중랑구"
127.0796567,37.60160263,"중랑구"
127.079684,37.60147742,"중랑구"
127.079684,37.60147742,"중랑구"
127.0793364,37.60144693,"중랑구"
127.0793364,37.60144693,"중랑구"
127.0793364,37.60144693,"중랑구"
127.0795809,37.6001723,"중랑구"
127.0801083,37.59966757,"중랑구"
127.0796843,37.59961716,"중랑구"
127.0796843,37.59961716,"중랑구"
127.0796843,37.59961716,"중랑구"
127.0798759,37.5996417,"중랑구"
127.0798759,37.5996417,"중랑구"
127.0796994,37.59953708,"중랑구"
127.0796994,37.59953708,"중랑구"
127.0797144,37.59945701,"중랑구"
127.0797144,37.59945701,"중랑구"
127.0799356,37.59834041,"중랑구"
127.0800466,37.59778823,"중랑구"
127.0800466,37.59778823,"중랑구"
127.0800565,37.59773754,"중랑구"
127.0800565,37.59773754,"중랑구"
127.0800664,37.59768684,"중랑구"
127.0800664,37.59768684,"중랑구"
127.0801535,37.59720823,"중랑구"
127.0800434,37.59399423,"중랑구"
127.0800334,37.59389068,"중랑구"
127.0800334,37.59389068,"중랑구"
127.0803472,37.59304128,"중랑구"
127.0803809,37.59313761,"중랑구"
127.0803809,37.59313761,"중랑구"
127.0804145,37.59323393,"중랑구"
127.0803472,37.59304128,"중랑구"
127.0804145,37.59323393,"중랑구"
127.0800302,37.59315735,"중랑구"
127.0800277,37.59328183,"중랑구"
127.0800302,37.59315735,"중랑구"
127.0800277,37.59328183,"중랑구"
127.0800388,37.5930159,"중랑구"
127.0800379,37.59268058,"중랑구"
127.0800371,37.59264492,"중랑구"
127.0800388,37.5930159,"중랑구"
127.0800379,37.59268058,"중랑구"
127.0800371,37.59264492,"중랑구"
127.0803379,37.59279791,"중랑구"
127.0800363,37.59260925,"중랑구"
127.0800363,37.59260925,"중랑구"
127.0800183,37.59223277,"중랑구"
127.0800183,37.59223277,"중랑구"
127.0800154,37.59217691,"중랑구"
127.0800154,37.59217691,"중랑구"
127.080314,37.59221953,"중랑구"
127.080314,37.59221953,"중랑구"
127.0803109,37.5921401,"중랑구"
127.0803126,37.59217514,"중랑구"
127.0803109,37.5921401,"중랑구"
127.0803126,37.59217514,"중랑구"
127.0800118,37.59210935,"중랑구"
127.0800118,37.59210935,"중랑구"
127.0802899,37.59155126,"중랑구"
127.0802899,37.59155126,"중랑구"
127.0802899,37.59155126,"중랑구"
127.0799862,37.59148125,"중랑구"
127.0799862,37.59148125,"중랑구"
